"state","county","ownership","resident_count","avg_annual_pay","position"
"Massachusetts","Unknown Or Undefined","Total Covered",15883,110293.01,20
"Michigan","Alcona County","Total Covered",175,35611.01,13
"Michigan","Alger County","Total Covered",219,41368.01,12
"Michigan","Allegan County","Total Covered",2202,47915.01,14
"Michigan","Alpena County","Total Covered",784,39458.01,13
"Michigan","Antrim County","Total Covered",525,33081.01,13
"Michigan","Arenac County","Total Covered",303,35646.01,13
"Michigan","Baraga County","Total Covered",207,40333.01,13
"Michigan","Barry County","Total Covered",871,40361.01,12
"Michigan","Bay County","Total Covered",2071,43053.01,10
"Michigan","Benzie County","Total Covered",445,33908.01,13
"Michigan","Berrien County","Total Covered",3420,48409.01,14
"Michigan","Branch County","Total Covered",783,41471.01,13
"Michigan","Calhoun County","Total Covered",2236,52191.01,14
"Michigan","Cass County","Total Covered",732,40280.01,11
"Michigan","Charlevoix County","Total Covered",782,44558.01,17
"Michigan","Cheboygan County","Total Covered",765,33373.01,16
"Michigan","Chippewa County","Total Covered",795,39146.01,15
"Michigan","Clare County","Total Covered",514,39489.01,12
"Michigan","Clinton County","Total Covered",1221,41875.01,14
"Michigan","Crawford County","Total Covered",269,42862.01,15
"Michigan","Delta County","Total Covered",998,39774.01,12
"Michigan","Dickinson County","Total Covered",827,47961.01,16
"Michigan","Eaton County","Total Covered",1869,47812.01,12
"Michigan","Emmet County","Total Covered",1385,40258.01,12
"Michigan","Genesee County","Total Covered",6849,45946.01,14
"Michigan","Gladwin County","Total Covered",378,36422.01,14
"Michigan","Gogebic County","Total Covered",385,39871.01,14
"Michigan","Grand Traverse County","Total Covered",3287,44562.01,21
"Michigan","Gratiot County","Total Covered",704,43720.01,14
"Michigan","Hillsdale County","Total Covered",766,43864.01,16
"Michigan","Houghton County","Total Covered",856,43410.01,15
"Michigan","Huron County","Total Covered",955,39639.01,12
"Michigan","Ingham County","Total Covered",6006,53191.01,13
"Michigan","Ionia County","Total Covered",1005,35170.01,12
"Michigan","Iosco County","Total Covered",563,39637.01,12
"Michigan","Iron County","Total Covered",350,36925.01,11
"Michigan","Isabella County","Total Covered",1284,39123.01,15
"Michigan","Jackson County","Total Covered",2635,48656.01,14
"Michigan","Kalamazoo County","Total Covered",5019,51967.01,16
"Michigan","Kalkaska County","Total Covered",313,50971.01,15
"Michigan","Kent County","Total Covered",14706,48968.01,11
"Michigan","Keweenaw County","Total Covered",73,25883.01,15
"Michigan","Lake County","Total Covered",152,34098.01,11
"Michigan","Lapeer County","Total Covered",1525,39824.01,13
"Michigan","Leelanau County","Total Covered",682,36833.01,15
"Michigan","Lenawee County","Total Covered",1747,43908.01,14
"Michigan","Livingston County","Total Covered",4657,44632.01,17
"Michigan","Luce County","Total Covered",184,36546.01,11
"Michigan","Mackinac County","Total Covered",450,33150.01,15
"Michigan","Macomb County","Total Covered",17669,56017.01,13
"Michigan","Manistee County","Total Covered",532,41562.01,15
"Michigan","Marquette County","Total Covered",1570,42596.01,16
"Michigan","Mason County","Total Covered",686,40301.01,12
"Michigan","Mecosta County","Total Covered",634,40033.01,14
"Michigan","Menominee County","Total Covered",460,37292.01,16
"Michigan","Midland County","Total Covered",3207,63766.01,14
"Michigan","Missaukee County","Total Covered",342,35917.01,16
"Michigan","Monroe County","Total Covered",2135,49145.01,13
"Michigan","Montcalm County","Total Covered",981,39739.01,15
"Michigan","Montmorency County","Total Covered",196,37628.01,18
"Michigan","Muskegon County","Total Covered",2825,42963.01,15
"Michigan","Newaygo County","Total Covered",775,40421.01,14
"Michigan","Oakland County","Total Covered",39701,62933.01,14
"Michigan","Oceana County","Total Covered",544,37285.01,13
"Michigan","Ogemaw County","Total Covered",514,37827.01,13
"Michigan","Ontonagon County","Total Covered",167,31516.01,16
"Michigan","Osceola County","Total Covered",445,45835.01,14
"Michigan","Oscoda County","Total Covered",190,31154.01,13
"Michigan","Otsego County","Total Covered",710,41097.01,13
"Michigan","Ottawa County","Total Covered",5733,48046.01,13
"Michigan","Presque Isle County","Total Covered",330,37662.01,19
"Michigan","Roscommon County","Total Covered",504,32627.01,16
"Michigan","Saginaw County","Total Covered",3881,45504.01,14
"Michigan","St. Clair County","Total Covered",2802,44978.01,16
"Michigan","St. Joseph County","Total Covered",5175,36803.01,17
"Michigan","Sanilac County","Total Covered",839,36385.01,14
"Michigan","Schoolcraft County","Total Covered",230,41053.01,18
"Michigan","Shiawassee County","Total Covered",1079,39731.01,17
"Michigan","Tuscola County","Total Covered",812,40334.01,14
"Michigan","Van Buren County","Total Covered",1347,45651.01,16
"Michigan","Washtenaw County","Total Covered",8267,59424.01,16
"Michigan","Wayne County","Total Covered",31356,61357.01,12
"Michigan","Wexford County","Total Covered",791,40586.01,14
"Michigan","Unknown Or Undefined","Total Covered",31094,69821.01,20
"Minnesota","Aitkin County","Total Covered",449,36244.01,13
"Minnesota","Anoka County","Total Covered",7526,53294.01,12
"Minnesota","Becker County","Total Covered",1027,38703.01,13
"Minnesota","Beltrami County","Total Covered",1228,42498.01,15
"Minnesota","Benton County","Total Covered",975,42719.01,13
"Minnesota","Big Stone County","Total Covered",203,38932.01,16
"Minnesota","Blue Earth County","Total Covered",2053,44008.01,17
"Minnesota","Brown County","Total Covered",824,41634.01,12
"Minnesota","Carlton County","Total Covered",737,44489.01,14
"Minnesota","Carver County","Total Covered",2511,54040.01,13
"Minnesota","Cass County","Total Covered",899,33078.01,11
"Minnesota","Chippewa County","Total Covered",437,41437.01,15
"Minnesota","Chisago County","Total Covered",1168,44536.01,14
"Minnesota","Clay County","Total Covered",1401,40923.01,11
"Minnesota","Clearwater County","Total Covered",227,40833.01,17
"Minnesota","Cook County","Total Covered",309,32728.01,11
"Minnesota","Cottonwood County","Total Covered",399,38249.01,17
"Minnesota","Crow Wing County","Total Covered",2172,40410.01,16
"Minnesota","Dakota County","Total Covered",10299,56528.01,13
"Minnesota","Dodge County","Total Covered",459,46549.01,12
"Minnesota","Douglas County","Total Covered",1420,43410.01,14
"Minnesota","Faribault County","Total Covered",461,38802.01,16
"Minnesota","Fillmore County","Total Covered",678,33763.01,15
"Minnesota","Freeborn County","Total Covered",818,41327.01,15
"Minnesota","Goodhue County","Total Covered",1350,47945.01,14
"Minnesota","Grant County","Total Covered",263,39064.01,12
"Minnesota","Hennepin County","Total Covered",40361,71102.01,15
"Minnesota","Houston County","Total Covered",445,35051.01,14
"Minnesota","Hubbard County","Total Covered",619,38267.01,14
"Minnesota","Isanti County","Total Covered",815,40876.01,13
"Minnesota","Itasca County","Total Covered",1231,41621.01,13
"Minnesota","Jackson County","Total Covered",343,39527.01,14
"Minnesota","Kanabec County","Total Covered",323,39801.01,14
"Minnesota","Kandiyohi County","Total Covered",1404,40490.01,16
"Minnesota","Kittson County","Total Covered",186,38106.01,14
"Minnesota","Koochiching County","Total Covered",424,43017.01,18
"Minnesota","Lac Qui Parle County","Total Covered",229,35363.01,20
"Minnesota","Lake County","Total Covered",325,43495.01,11
"Minnesota","Lake of The Woods County","Total Covered",169,35106.01,24
"Minnesota","Le Sueur County","Total Covered",732,44420.01,15
"Minnesota","Lincoln County","Total Covered",227,34883.01,14
"Minnesota","Lyon County","Total Covered",822,42218.01,11
"Minnesota","McLeod County","Total Covered",954,45726.01,13
"Minnesota","Mahnomen County","Total Covered",116,35698.01,15
"Minnesota","Marshall County","Total Covered",314,44014.01,15
"Minnesota","Martin County","Total Covered",686,41853.01,13
"Minnesota","Meeker County","Total Covered",616,39110.01,13
"Minnesota","Mille Lacs County","Total Covered",711,35880.01,17
"Minnesota","Morrison County","Total Covered",973,37279.01,15
"Minnesota","Mower County","Total Covered",844,49088.01,12
"Minnesota","Murray County","Total Covered",329,37617.01,13
"Minnesota","Nicollet County","Total Covered",759,44377.01,15
"Minnesota","Nobles County","Total Covered",634,42890.01,13
"Minnesota","Norman County","Total Covered",246,38147.01,13
"Minnesota","Olmsted County","Total Covered",3609,63460.01,14
"Minnesota","Otter Tail County","Total Covered",1794,39674.01,17
"Minnesota","Pennington County","Total Covered",423,46152.01,17
"Minnesota","Pine County","Total Covered",644,32380.01,11
"Minnesota","Pipestone County","Total Covered",368,37770.01,16
"Minnesota","Polk County","Total Covered",989,41013.01,11
"Minnesota","Pope County","Total Covered",350,44135.01,11
"Minnesota","Ramsey County","Total Covered",13858,63501.01,13
"Minnesota","Red Lake County","Total Covered",126,36317.01,15
"Minnesota","Redwood County","Total Covered",570,38814.01,14
"Minnesota","Renville County","Total Covered",592,41402.01,15
"Minnesota","Rice County","Total Covered",1601,46764.01,11
"Minnesota","Rock County","Total Covered",305,40040.01,11
"Minnesota","Roseau County","Total Covered",466,47594.01,13
"Minnesota","St. Louis County","Total Covered",5376,46748.01,16
"Minnesota","Scott County","Total Covered",3313,50574.01,12
"Minnesota","Sherburne County","Total Covered",2062,45357.01,16
"Minnesota","Sibley County","Total Covered",403,41036.01,13
"Minnesota","Stearns County","Total Covered",4383,47366.01,14
"Minnesota","Steele County","Total Covered",994,46397.01,13
"Minnesota","Stevens County","Total Covered",348,47028.01,14
"Minnesota","Swift County","Total Covered",337,40950.01,12
"Minnesota","Todd County","Total Covered",577,40730.01,11
"Minnesota","Traverse County","Total Covered",148,35511.01,15
"Minnesota","Wabasha County","Total Covered",580,37772.01,14
"Minnesota","Wadena County","Total Covered",418,38449.01,13
"Minnesota","Waseca County","Total Covered",517,42050.01,13
"Minnesota","Washington County","Total Covered",5814,48195.01,17
"Minnesota","Watonwan County","Total Covered",323,36837.01,15
"Minnesota","Wilkin County","Total Covered",213,41160.01,13
"Minnesota","Winona County","Total Covered",1187,42513.01,13
"Minnesota","Wright County","Total Covered",3308,42813.01,13
"Minnesota","Yellow Medicine County","Total Covered",358,37319.01,22
"Minnesota","Unknown Or Undefined","Total Covered",23165,95029.01,20
"Mississippi","Adams County","Total Covered",843,34649.01,12
"Mississippi","Alcorn County","Total Covered",795,36354.01,13
"Mississippi","Amite County","Total Covered",189,35617.01,12
"Mississippi","Attala County","Total Covered",393,32232.01,13
"Mississippi","Benton County","Total Covered",90,36335.01,13
"Mississippi","Bolivar County","Total Covered",832,36037.01,14
"Mississippi","Calhoun County","Total Covered",290,30560.01,14
"Mississippi","Carroll County","Total Covered",144,31196.01,14
"Mississippi","Chickasaw County","Total Covered",354,34045.01,16
"Mississippi","Choctaw County","Total Covered",156,43060.01,14
"Mississippi","Claiborne County","Total Covered",135,54437.01,16
"Mississippi","Clarke County","Total Covered",231,32164.01,13
"Mississippi","Clay County","Total Covered",385,36775.01,11
"Mississippi","Coahoma County","Total Covered",617,34278.01,14
"Mississippi","Copiah County","Total Covered",474,34524.01,13
"Mississippi","Covington County","Total Covered",360,34649.01,16
"Mississippi","DeSoto County","Total Covered",3052,35073.01,13
"Mississippi","Forrest County","Total Covered",1880,40581.01,14
"Mississippi","Franklin County","Total Covered",136,38076.01,15
"Mississippi","George County","Total Covered",374,33149.01,13
"Mississippi","Greene County","Total Covered",149,32294.01,13
"Mississippi","Grenada County","Total Covered",574,34340.01,14
"Mississippi","Hancock County","Total Covered",882,49073.01,14
"Mississippi","Harrison County","Total Covered",4625,38677.01,15
"Mississippi","Hinds County","Total Covered",5785,46218.01,12
"Mississippi","Holmes County","Total Covered",301,32988.01,13
"Mississippi","Humphreys County","Total Covered",184,28714.01,16
"Mississippi","Issaquena County","Total Covered",33,26700.01,16
"Mississippi","Itawamba County","Total Covered",356,35872.01,15
"Mississippi","Jackson County","Total Covered",2430,50423.01,14
"Mississippi","Jasper County","Total Covered",225,40044.01,13
"Mississippi","Jefferson County","Total Covered",73,32809.01,16
"Mississippi","Jefferson Davis County","Total Covered",162,33046.01,22
"Mississippi","Jones County","Total Covered",1360,39814.01,12
"Mississippi","Kemper County","Total Covered",134,46315.01,13
"Mississippi","Lafayette County","Total Covered",1337,37877.01,16
"Mississippi","Lamar County","Total Covered",1462,32394.01,12
"Mississippi","Lauderdale County","Total Covered",1935,36804.01,17
"Mississippi","Lawrence County","Total Covered",183,43981.01,15
"Mississippi","Leake County","Total Covered",314,31040.01,12
"Mississippi","Lee County","Total Covered",2489,39714.01,10
"Mississippi","Leflore County","Total Covered",816,33782.01,14
"Mississippi","Lincoln County","Total Covered",818,36770.01,14
"Mississippi","Lowndes County","Total Covered",1559,40797.01,14
"Mississippi","Madison County","Total Covered",3422,43866.01,14
"Mississippi","Marion County","Total Covered",561,37303.01,13
"Mississippi","Marshall County","Total Covered",454,39628.01,15
"Mississippi","Monroe County","Total Covered",639,40440.01,13
"Mississippi","Montgomery County","Total Covered",237,30307.01,17
"Mississippi","Neshoba County","Total Covered",548,35755.01,14
"Mississippi","Newton County","Total Covered",351,33038.01,13
"Mississippi","Noxubee County","Total Covered",222,32764.01,14
"Mississippi","Oktibbeha County","Total Covered",954,37477.01,16
"Mississippi","Panola County","Total Covered",647,36185.01,13
"Mississippi","Pearl River County","Total Covered",831,33467.01,18
"Mississippi","Perry County","Total Covered",165,40662.01,12
"Mississippi","Pike County","Total Covered",1026,32572.01,11
"Mississippi","Pontotoc County","Total Covered",512,34320.01,15
"Mississippi","Prentiss County","Total Covered",505,32336.01,15
"Mississippi","Quitman County","Total Covered",136,32080.01,14
"Mississippi","Rankin County","Total Covered",3990,40959.01,13
"Mississippi","Scott County","Total Covered",526,34170.01,12
"Mississippi","Sharkey County","Total Covered",160,28898.01,14
"Mississippi","Simpson County","Total Covered",459,27567.01,14
"Mississippi","Smith County","Total Covered",189,38744.01,12
"Mississippi","Stone County","Total Covered",299,33800.01,12
"Mississippi","Sunflower County","Total Covered",559,32819.01,16
"Mississippi","Tallahatchie County","Total Covered",217,33220.01,19
"Mississippi","Tate County","Total Covered",378,33533.01,11
"Mississippi","Tippah County","Total Covered",366,33728.01,13
"Mississippi","Tishomingo County","Total Covered",402,33231.01,17
"Mississippi","Tunica County","Total Covered",280,32627.01,13
"Mississippi","Union County","Total Covered",531,41186.01,12
"Mississippi","Walthall County","Total Covered",220,29647.01,15
"Mississippi","Warren County","Total Covered",1106,44200.01,13
"Mississippi","Washington County","Total Covered",1266,34675.01,17
"Mississippi","Wayne County","Total Covered",398,35317.01,12
"Mississippi","Webster County","Total Covered",173,33862.01,14
"Mississippi","Wilkinson County","Total Covered",150,29730.01,16
"Mississippi","Winston County","Total Covered",350,38671.01,14
